file_name,file_path,file_size_bytes,log_file_size,window_entropy,mean_chunk_entropy,std_chunk_entropy,max_chunk_entropy,min_chunk_entropy,high_entropy_ratio
000f85d150af662a.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\000f85d150af662a.exe,1035776,13.850662427666501,4.467802948293213,3.4562888145446777,1.058506965637207,5.524158000946045,1.5631372928619385,0.0
00f1da323b1e36d3.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\00f1da323b1e36d3.exe,3266048,14.999091555461852,5.193141824037932,4.394811630249023,0.48696956038475037,5.154170036315918,1.7620694637298584,0.0
00f01750994214b5.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\00f01750994214b5.exe,1462026,14.19533438697359,6.412827273240171,5.357422828674316,0.9120065569877625,5.9456939697265625,-0.0,0.0
0a47be7287819c40.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0a47be7287819c40.exe,3266048,14.999091555461852,5.193086032469007,4.394811630249023,0.48696956038475037,5.154170036315918,1.7620694637298584,0.0
0a165add91ed3c12.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0a165add91ed3c12.exe,164352,12.009771832652572,5.969611321840919,4.863605976104736,0.9792075753211975,6.095448017120361,-0.0,0.0
0af84cc7993eb64d.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0af84cc7993eb64d.exe,1069056,13.882287509446293,5.2462895478637215,4.484899997711182,0.4744865894317627,5.307467460632324,1.8997334241867065,0.0
0bff57a5677e7a33.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0bff57a5677e7a33.exe,4942064,15.413293818014008,6.328684925777417,5.099206924438477,0.9151406288146973,6.2248759269714355,-0.0,0.0
0c6f9f6df4b27e2d.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0c6f9f6df4b27e2d.exe,92436069,18.34202782840353,5.91941894883044,4.709887981414795,0.9124940037727356,6.026561737060547,1.3615682125091553,0.0
0dda9bf0db4fb70a.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0dda9bf0db4fb70a.exe,133120,11.799013768046052,4.922706191281128,4.1050825119018555,0.48273348808288574,4.788154125213623,1.795464038848877,0.0
0e2f9ad8b25420ae.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0e2f9ad8b25420ae.exe,19557507,16.788869811591525,5.931853488918542,4.715052127838135,0.9060682058334351,6.049734115600586,1.4521241188049316,0.0
0e8336ed51fe4551.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0e8336ed51fe4551.exe,774144,13.559514473527491,6.72002850769788,5.443881988525391,0.9940553903579712,7.122880458831787,1.2630351781845093,0.015625
0edbf3d32b22b572.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0edbf3d32b22b572.exe,126762,11.750074480296655,7.952365096614326,7.009786605834961,0.7737497687339783,7.2927398681640625,1.1487689018249512,0.84375
0f723826986628a3.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\0f723826986628a3.exe,94208,11.453270997401939,5.150304017406393,4.016026973724365,2.140723466873169,5.839232921600342,-0.0,0.0
01e521b7dea93a8e.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\01e521b7dea93a8e.exe,775168,13.560836349079002,6.614980691055369,5.374171257019043,0.9985039830207825,7.146154403686523,1.2538613080978394,0.015625
1a2c28a7682c26dd.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1a2c28a7682c26dd.exe,1203712,14.000921504342736,6.411350467335817,5.351984024047852,0.9099212288856506,5.940830230712891,-0.0,0.0
1a3a69efa2bee9e0.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1a3a69efa2bee9e0.exe,1390344,14.145062475748842,6.411077082238055,5.35549259185791,0.9155773520469666,5.9456939697265625,-0.0,0.0
1a7fefa02913c105.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1a7fefa02913c105.exe,4624414,15.346860434442085,4.967573021515305,3.9258317947387695,2.0731239318847656,5.777154922485352,-0.0,0.0
1a4456c50a0abe18.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1a4456c50a0abe18.exe,207872,12.244682595282379,5.267391842966234,4.571775913238525,0.4870731830596924,5.119324207305908,1.8014514446258545,0.0
1ade22e0d9101f20.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1ade22e0d9101f20.exe,19635712,16.79286055804186,7.749457906442064,6.568565368652344,1.2483962774276733,7.251219272613525,2.028956413269043,0.734375
1ba5cd4efe4e3ea5.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1ba5cd4efe4e3ea5.exe,98304,11.495830169541591,5.149898882870616,4.015496730804443,2.141345739364624,5.839232921600342,-0.0,0.0
1ba40977145dbff6.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1ba40977145dbff6.exe,356352,12.783677091584071,5.097849380084571,4.262137413024902,0.47332197427749634,5.061630725860596,1.73607337474823,0.0
1bb62b8f0c01f587.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1bb62b8f0c01f587.exe,64907766,17.988477850938935,5.857718328792458,4.714668273925781,0.8872729539871216,5.965976238250732,1.9037160873413086,0.0
1c0f7391596f096a.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1c0f7391596f096a.exe,831488,13.630973348423586,4.9489555228741215,4.137748718261719,0.5173319578170776,5.210148334503174,1.73607337474823,0.0
1d546c58ff8f2d92.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1d546c58ff8f2d92.exe,1461106,14.194704925559657,6.412827273240171,5.357422828674316,0.9120065569877625,5.9456939697265625,-0.0,0.0
1dffdc569c0107c0.exe,C:\Users\VMLicenta\Desktop\Dataset\malware_dataset\rat\1dffdc569c0107c0.exe,321024,12.679274280699474,7.745564992738408,6.721195220947266,1.2395738363265991,7.177958011627197,1.0982201099395752,0.609375
